# OpenSignals Text File Format
# {"00:07:80:4D:2E:5B":{"sensor":["gACCx","gACCy","gACCz"],"device name":"00:07:80:4D:2E:5B","column":["nSeq","DI","gACCx","gACCy","gACCz"],"sync interval":2,"time":"05:26:47","comments":"","keywords":"","device connection":"BTH00:07:80:4D:2E:5B","channels":[1,2,3],"date":"2024-10-17","mode":0,"digital IO":[0,1],"firmware version":775,"device":"biosignalsplux","position":0,"sampling rate":1000,"label":["gACCx","gACCy","gACCz"],"resolution":[16,16,16],"special":[{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	33592	27444	32292
1	0	33580	27444	32296
2	0	33592	27468	32308
3	0	33576	27504	32304
4	0	33584	27516	32312
5	0	33604	27516	32320
6	0	33624	27528	32304
7	0	33601	27552	32285
8	0	33600	27552	32280
9	0	33612	27552	32280
10	0	33624	27552	32272
11	0	33620	27560	32296
12	0	33612	27556	32272
13	0	33608	27552	32276
14	0	33592	27544	32292
15	0	33600	27536	32292
16	0	33600	27540	32300
17	0	33624	27532	32304
18	0	33616	27520	32321
19	0	33624	27521	32328
20	0	33640	27516	32340
21	0	33656	27521	32340
22	0	33648	27512	32356
23	0	33676	27536	32361
24	0	33672	27536	32388
25	0	33692	27524	32396
26	0	33672	27544	32408
27	0	33696	27532	32415
28	0	33704	27540	32432
29	0	33696	27564	32436
30	0	33665	27552	32436
31	0	33656	27548	32456
32	0	33608	27556	32464
33	0	33656	27560	32452
34	0	33676	27576	32452
35	0	33656	27578	32461
36	0	33672	27564	32444
37	0	33760	27568	32408
38	0	33760	27600	32431
39	0	33692	27600	32468
40	0	33640	27584	32469
41	0	33616	27592	32468
42	0	33608	27620	32496
43	0	33504	27644	32512
44	0	33484	27648	32488
45	0	33516	27656	32496
46	0	33496	27676	32508
47	0	33536	27673	32504
48	0	33561	27660	32504
49	0	33608	27656	32492
50	0	33656	27644	32484
51	0	33636	27632	32500
52	0	33641	27620	32484
53	0	33624	27625	32506
54	0	33612	27609	32500
55	0	33624	27612	32512
56	0	33600	27616	32544
57	0	33616	27632	32548
58	0	33664	27650	32548
59	0	33688	27665	32544
60	0	33688	27648	32540
61	0	33684	27634	32544
62	0	33672	27616	32552
63	0	33616	27598	32572
64	0	33616	27594	32593
65	0	33600	27600	32600
66	0	33608	27612	32596
67	0	33616	27626	32588
68	0	33636	27632	32584
69	0	33672	27648	32572
70	0	33692	27656	32573
71	0	33696	27664	32569
72	0	33704	27656	32596
73	0	33712	27644	32584
74	0	33716	27640	32596
75	0	33712	27652	32608
76	0	33688	27648	32588
77	0	33696	27641	32600
78	0	33700	27642	32592
79	0	33704	27652	32580
80	0	33696	27652	32584
81	0	33688	27648	32576
82	0	33668	27624	32572
83	0	33680	27626	32552
84	0	33676	27628	32550
85	0	33664	27604	32532
86	0	33665	27598	32524
87	0	33672	27597	32504
88	0	33660	27604	32476
89	0	33656	27604	32456
90	0	33624	27612	32436
91	0	33632	27600	32416
92	0	33632	27597	32417
93	0	33656	27608	32408
94	0	33632	27604	32404
95	0	33644	27596	32384
96	0	33656	27609	32352
97	0	33672	27604	32336
98	0	33668	27590	32328
99	0	33660	27576	32328
100	0	33664	27577	32324
101	0	33644	27576	32324
102	0	33624	27589	32292
103	0	33608	27590	32284
104	0	33620	27588	32284
105	0	33608	27592	32288
106	0	33616	27600	32288
107	0	33625	27600	32280
108	0	33620	27600	32296
109	0	33632	27601	32288
110	0	33624	27616	32264
111	0	33624	27608	32264
112	0	33600	27598	32264
113	0	33592	27576	32276
114	0	33600	27568	32269
115	0	33608	27556	32268
116	0	33612	27552	32284
117	0	33632	27544	32288
118	0	33612	27540	32272
119	0	33604	27548	32276
120	0	33624	27536	32288
121	0	33600	27541	32288
122	0	33616	27548	32292
123	0	33608	27568	32280
124	0	33620	27560	32300
125	0	33600	27568	32300
126	0	33600	27585	32292
127	0	33616	27606	32308
128	0	33624	27612	32312
129	0	33624	27632	32345
130	0	33632	27648	32352
131	0	33621	27652	32352
132	0	33620	27644	32348
133	0	33600	27624	32340
134	0	33620	27632	32340
135	0	33608	27610	32344
136	0	33608	27604	32340
137	0	33632	27604	32348
138	0	33592	27604	32352
139	0	33584	27601	32376
140	0	33572	27620	32384
141	0	33576	27624	32376
142	0	33600	27644	32388
143	0	33600	27660	32404
144	0	33584	27668	32428
145	0	33576	27681	32424
146	0	33572	27692	32432
147	0	33585	27704	32440
148	0	33600	27712	32464
149	0	33600	27708	32476
150	0	33624	27708	32480
151	0	33612	27704	32488
152	0	33600	27712	32480
153	0	33608	27696	32476
154	0	33624	27692	32472
155	0	33644	27680	32472
156	0	33648	27680	32480
157	0	33644	27676	32480
158	0	33656	27672	32480
159	0	33652	27656	32484
160	0	33664	27668	32476
161	0	33676	27700	32480
162	0	33688	27692	32496
163	0	33688	27676	32504
164	0	33684	27670	32516
165	0	33692	27664	32524
166	0	33700	27672	32528
167	0	33704	27668	32546
168	0	33700	27681	32540
169	0	33696	27681	32540
170	0	33672	27693	32556
171	0	33684	27688	32572
172	0	33704	27688	32572
173	0	33696	27688	32580
174	0	33712	27688	32576
175	0	33716	27696	32580
176	0	33693	27696	32585
177	0	33708	27684	32584
178	0	33696	27681	32569
179	0	33696	27672	32580
180	0	33704	27662	32568
181	0	33708	27656	32564
182	0	33692	27662	32536
183	0	33692	27656	32532
184	0	33708	27654	32524
185	0	33692	27668	32528
186	0	33696	27657	32532
187	0	33688	27660	32532
188	0	33696	27648	32520
189	0	33720	27664	32516
190	0	33724	27656	32544
191	0	33712	27656	32532
192	0	33684	27656	32536
193	0	33684	27634	32516
194	0	33680	27640	32488
195	0	33692	27632	32481
196	0	33692	27620	32464
197	0	33700	27624	32444
198	0	33696	27636	32437
199	0	33684	27644	32420
200	0	33688	27644	32420
201	0	33672	27644	32388
202	0	33672	27632	32372
203	0	33672	27624	32352
204	0	33652	27612	32348
205	0	33632	27612	32320
206	0	33628	27597	32296
207	0	33604	27573	32296
208	0	33580	27548	32276
209	0	33556	27540	32264
210	0	33572	27560	32272
211	0	33580	27572	32276
212	0	33572	27562	32276
213	0	33576	27548	32300
214	0	33592	27544	32308
215	0	33604	27544	32329
216	0	33628	27536	32341
217	0	33640	27532	32341
218	0	33640	27512	32344
219	0	33660	27512	32349
220	0	33664	27509	32356
221	0	33680	27500	32352
222	0	33668	27488	32356
223	0	33672	27492	32352
224	0	33684	27472	32344
225	0	33680	27453	32348
226	0	33672	27445	32348
227	0	33676	27444	32348
228	0	33672	27448	32352
229	0	33672	27452	32356
230	0	33664	27460	32361
231	0	33661	27472	32380
232	0	33640	27484	32376
233	0	33656	27496	32384
234	0	33656	27516	32404
235	0	33672	27534	32416
236	0	33672	27532	32420
237	0	33676	27548	32420
238	0	33656	27541	32432
239	0	33648	27548	32432
240	0	33648	27556	32432
241	0	33664	27549	32429
242	0	33668	27544	32424
243	0	33664	27544	32430
244	0	33656	27549	32444
245	0	33660	27552	32448
246	0	33668	27548	32448
247	0	33668	27564	32460
248	0	33684	27568	32468
249	0	33692	27580	32468
250	0	33688	27590	32488
251	0	33688	27584	32500
252	0	33676	27596	32504
253	0	33668	27592	32508
254	0	33672	27592	32517
255	0	33688	27609	32532
256	0	33684	27610	32548
257	0	33692	27616	32553
258	0	33696	27616	32560
259	0	33696	27624	32556
260	0	33696	27612	32544
261	0	33692	27605	32528
262	0	33676	27600	32540
263	0	33656	27608	32528
264	0	33664	27608	32513
265	0	33672	27612	32504
266	0	33660	27616	32492
267	0	33664	27612	32484
268	0	33672	27600	32468
269	0	33692	27600	32464
270	0	33680	27600	32456
271	0	33664	27600	32452
272	0	33680	27585	32452
273	0	33672	27576	32452
274	0	33672	27580	32452
275	0	33656	27584	32456
276	0	33648	27572	32456
277	0	33648	27588	32432
278	0	33648	27576	32429
279	0	33636	27584	32424
280	0	33640	27584	32420
281	0	33636	27568	32432
282	0	33644	27588	32417
283	0	33640	27572	32420
284	0	33628	27568	32424
285	0	33628	27576	32424
286	0	33640	27560	32416
287	0	33656	27548	32416
288	0	33648	27552	32413
289	0	33648	27548	32424
290	0	33664	27524	32420
291	0	33680	27548	32404
292	0	33680	27544	32388
293	0	33684	27556	32360
294	0	33688	27540	32368
295	0	33684	27532	32360
296	0	33660	27528	32352
297	0	33648	27525	32348
298	0	33648	27500	32344
299	0	33648	27501	32328
300	0	33628	27504	32324
301	0	33616	27489	32312
302	0	33624	27489	32316
303	0	33632	27492	32304
304	0	33616	27476	32309
305	0	33616	27484	32300
306	0	33612	27472	32302
307	0	33612	27461	32292
308	0	33616	27445	32288
309	0	33612	27436	32284
310	0	33600	27432	32292
311	0	33584	27429	32300
312	0	33568	27445	32300
313	0	33568	27436	32300
314	0	33584	27441	32300
315	0	33596	27472	32296
316	0	33576	27484	32316
317	0	33576	27484	32328
