# OpenSignals Text File Format
# {"00:07:80:4D:2E:5B":{"sensor":["gACCx","gACCy","gACCz"],"device name":"00:07:80:4D:2E:5B","column":["nSeq","DI","gACCx","gACCy","gACCz"],"sync interval":2,"time":"05:31:21","comments":"","keywords":"","device connection":"BTH00:07:80:4D:2E:5B","channels":[1,2,3],"date":"2024-10-17","mode":0,"digital IO":[0,1],"firmware version":775,"device":"biosignalsplux","position":0,"sampling rate":1000,"label":["gACCx","gACCy","gACCz"],"resolution":[16,16,16],"special":[{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	33000	32772	28160
1	0	33004	32772	28160
2	0	32992	32776	28180
3	0	33004	32784	28192
4	0	33008	32788	28172
5	0	33028	32784	28184
6	0	33049	32800	28192
7	0	33052	32798	28168
8	0	33060	32792	28148
9	0	33072	32784	28148
10	0	33060	32788	28156
11	0	33072	32792	28136
12	0	33060	32800	28132
13	0	33068	32788	28136
14	0	33064	32788	28157
15	0	33056	32784	28148
16	0	33056	32784	28120
17	0	33053	32780	28116
18	0	33048	32788	28128
19	0	33024	32792	28136
20	0	32996	32798	28172
21	0	32968	32793	28188
22	0	32972	32792	28200
23	0	32976	32806	28196
24	0	32968	32804	28189
25	0	32968	32816	28192
26	0	32957	32812	28192
27	0	32944	32820	28200
28	0	32944	32816	28184
29	0	32936	32832	28189
30	0	32944	32824	28177
31	0	32952	32828	28172
32	0	32960	32828	28168
33	0	32952	32824	28160
34	0	32948	32832	28152
35	0	32948	32832	28124
36	0	32952	32828	28136
37	0	32968	32840	28136
38	0	32980	32844	28136
39	0	32976	32856	28120
40	0	32968	32852	28108
41	0	32978	32840	28110
42	0	32980	32836	28096
43	0	32980	32844	28096
44	0	32984	32836	28100
45	0	32988	32836	28102
46	0	32997	32852	28105
47	0	33004	32844	28104
48	0	32988	32852	28093
49	0	32996	32857	28090
50	0	32984	32856	28068
51	0	32988	32848	28064
52	0	32984	32852	28064
53	0	32992	32844	28064
54	0	32996	32832	28077
55	0	33008	32836	28068
56	0	32996	32821	28072
57	0	32996	32830	28084
58	0	32984	32820	28072
59	0	33000	32816	28076
60	0	33000	32821	28076
61	0	32992	32828	28100
62	0	33012	32824	28102
63	0	33004	32820	28104
64	0	33016	32824	28101
65	0	33016	32820	28105
66	0	33016	32824	28108
67	0	33012	32814	28104
68	0	33016	32800	28100
69	0	33020	32800	28112
70	0	33028	32804	28100
71	0	33024	32792	28096
72	0	33029	32788	28088
73	0	33016	32792	28072
74	0	33024	32796	28061
75	0	33024	32796	28064
76	0	33016	32776	28061
77	0	33024	32768	28084
78	0	33016	32768	28084
79	0	33024	32768	28104
80	0	33032	32768	28124
81	0	33036	32764	28129
82	0	33040	32760	28152
83	0	33024	32748	28169
84	0	33032	32752	28160
85	0	33032	32744	28164
86	0	33016	32760	28184
