ResultsCorrections
0.000607620400157193
0.000366436354637997
0.000121183343391823
8.10037476622408e-05
0.000137607136913769
0.000114339921224903
0.00011039872442628
0.000121435062773713
0.000118601386278991
0.000103137065704687
5.36036217332924e-05
4.709911377632e-05
6.8121296871647e-05
7.57518045359878e-05
0.000272819505295262
0.000303457982629902
6.68959996296622e-05
6.40947743035185e-05
0.000120560104796719
0.000114517981924271
8.00448812601862e-05
8.03772533350375e-05
0.000121245476244961
6.49697070120338e-05
9.69703223701035e-05
0.000139593035173913
0.000102094499123772
0.000108178810497534
2.66417983948178e-05
0.000128580624407981
