ResultsCorrections
0.000409925065123025
1.26570785065817e-05
1.21463953813246e-05
1.46742435319834e-05
1.19868624365127e-05
1.33789898928591e-05
1.17537129630581e-05
1.31167942021026e-05
1.2152747882064e-05
1.16727571197856e-05
1.17773023733054e-05
1.15328532216075e-05
1.20688569098342e-05
1.1017448277544e-05
1.25378133765769e-05
1.9187620766283e-05
1.74402436383795e-05
1.20470139705528e-05
1.23168960558928e-05
1.1246183158087e-05
1.08315217922935e-05
9.9649776176838e-06
1.10876893613911e-05
1.04176502098624e-05
1.10291359900002e-05
1.12046103224877e-05
1.08934141999602e-05
1.06411535930895e-05
1.02436689344033e-05
1.04372982669841e-05
