power_x,power_y,power_z,power_total_xyz
7.05922539343373e-05,0.00106695139807611,0.000195637921303412,0.00133318157331386
6.3991756538356e-05,0.0014316055655178,0.000311202490281249,0.00180679981233741
4.52860279466433e-05,0.00094420189042992,0.00023654180590372,0.00122602972428028
3.550078924575e-05,0.00099807578018037,0.000201712056484437,0.00123528862591056
6.21335911835233e-05,0.00108965872700999,0.000219172322770828,0.00137096464096434
6.51571955214876e-05,0.00134266485597657,0.000282881043612634,0.0016907030951107
6.36930880876676e-05,0.000723026040741054,0.000319790306531784,0.0011065094353605
3.19638027635904e-05,0.000726216211984874,0.000192037353901502,0.000950217368649966
1.75738611878441e-05,0.000284804605710287,0.000125385158884707,0.000427763625782838
4.54767320223428e-05,0.000826838014340919,0.000300281571494759,0.00117259631785802
3.50038063453922e-05,0.000442041293264689,0.000230666527882278,0.000707711627492359
4.09308474453589e-05,0.000712513975327787,0.000306136574514004,0.00105958139728715
4.03841192076367e-05,0.000910352759127978,0.000345069813019633,0.00129580669135525
2.19850788003777e-05,0.000271100320076707,0.000170735549442497,0.000463820948319581
4.33268692613085e-05,0.00122098910582109,0.000288491882448955,0.00155280785753135
7.37738644736843e-05,0.00122860562525346,0.000372076083339373,0.00167445557306652
3.18254984754728e-05,0.000695522262501669,0.000273865725760096,0.00100121348673724
3.17544770854503e-05,0.00053343603074217,0.000211685660614582,0.000776876168442202
5.55004525518135e-05,0.00109911208272205,0.000280524210460278,0.00143513674573414
5.22413233279685e-05,0.00110311455557255,0.000297290966490843,0.00145264684539136
5.32143281911317e-05,0.00103425304408855,0.000274081099763535,0.00136154847204322
3.50232468632727e-05,0.000449146041998991,0.000206281574703164,0.000690450863565427
5.1730378760616e-05,0.00149404147488064,0.000352106476953616,0.00189787833059488
0.00013574192940798,0.00233720533685703,0.000624420222123412,0.00309736748838842
0.000102723627387236,0.00151320959867978,0.000469269364308637,0.00208520259037565
5.2317176223467e-05,0.000672881810651804,0.000292587985382345,0.00101778697225762
3.66971898698648e-05,0.00059561705854199,0.000240800957146218,0.000873115205558073
4.96184772920704e-05,0.000690581239295227,0.000282778234870734,0.00102297795145803
5.73028763338083e-05,0.000967286881507194,0.000286270684989133,0.00131086044283014
6.68555833238327e-05,0.00143841542389256,0.00046836902449368,0.00197364003171007
